ViT0_B_16_imagenet1k TEAR_34_1: 	83.72799682617188 	 97.03399658203125 	 0.609033542740508
ViT0_B_16_imagenet1k TEAR_34_2: 	82.97599792480469 	 96.83199310302734 	 0.6393390791559918
ViT0_B_16_imagenet1k TEAR_34_0: 	84.19999694824219 	 97.16799926757812 	 0.5904763562431512
ViT0_B_16_imagenet1k TEAR_34_5: 	83.02799987792969 	 96.88400268554688 	 0.6268804268281069
ViT0_B_16_imagenet1k TEAR_34_4: 	83.22199249267578 	 96.87000274658203 	 0.6219413099511992
ViT0_B_16_imagenet1k TEAR_34_6: 	82.97599792480469 	 96.79399871826172 	 0.6337255509962327
ViT0_B_16_imagenet1k TEAR_34_9: 	81.10199737548828 	 95.94599914550781 	 0.7579460646836553
ViT0_B_16_imagenet1k TEAR_34_11: 	78.61000061035156 	 94.18999481201172 	 1.1856597924561798
ViT0_B_16_imagenet1k TEAR_34_10: 	80.31999969482422 	 95.5739974975586 	 0.8714588601634837
ViT0_B_16_imagenet1k TEAR_34_12: 	0.09999999403953552 	 0.5 	 7.278881189689637
